id,word_index,word,start_s,end_s,alignment_valid,alignment_score,review_required,audio_valid,vision_valid
-3g5yACwYnA$_$13,0,They've,1.4424687623977661,1.602468729019165,True,0.9629886150360107,False,True,True
-3g5yACwYnA$_$13,1,been,1.6224687099456787,1.7424687147140503,True,0.9732758402824402,False,True,True
-3g5yACwYnA$_$13,2,able,1.762468695640564,1.9024688005447388,True,0.9984899759292603,False,True,True
-3g5yACwYnA$_$13,3,to,1.9624687433242798,2.0224688053131104,True,0.9028334021568298,False,True,True
-3g5yACwYnA$_$13,4,find,2.1824686527252197,2.3824687004089355,True,0.996408998966217,False,True,True
-3g5yACwYnA$_$13,5,solutions,2.4424686431884766,2.922468662261963,True,0.9654104709625244,False,True,True
-3g5yACwYnA$_$13,6,or,3.0224688053131104,3.0824687480926514,True,0.7542850971221924,False,True,True
-3g5yACwYnA$_$13,7,at,3.162468671798706,3.24246883392334,True,0.6403614282608032,False,True,True
-3g5yACwYnA$_$13,8,least,3.2624688148498535,3.402468681335449,True,0.039139632135629654,True,True,True
-3g5yACwYnA$_$13,9,bring,3.4624688625335693,3.722468852996826,True,0.7497115135192871,False,True,True
-3g5yACwYnA$_$13,10,some,3.802468776702881,3.9624688625335693,True,0.9796680212020874,False,True,True
-3g5yACwYnA$_$13,11,answers,4.062468528747559,4.342468738555908,True,0.552609920501709,False,True,True
-3g5yACwYnA$_$13,12,to,4.3824687004089355,4.422468662261963,True,0.9911597371101379,False,True,True
-3g5yACwYnA$_$13,13,the,4.46246862411499,4.562468528747559,True,0.8677226305007935,False,True,True
-3g5yACwYnA$_$13,14,table,4.602468967437744,4.862468719482422,True,0.9896449446678162,False,True,True
-3g5yACwYnA$_$3,0,We're,0.602468729019165,0.9424687623977661,True,0.8285160064697266,False,True,True
-3g5yACwYnA$_$3,1,a,1.2424687147140503,1.262468695640564,True,0.9755879640579224,False,True,True
-3g5yACwYnA$_$3,2,huge,1.3624687194824219,1.6624687910079956,True,0.9990144968032837,False,True,True
-3g5yACwYnA$_$3,3,user,2.6424686908721924,2.902468681335449,True,0.9388320446014404,False,True,True
-3g5yACwYnA$_$3,4,of,2.9624688625335693,3.0024688243865967,True,0.09756404906511307,True,True,True
-3g5yACwYnA$_$3,5,adhesives,3.102468729019165,3.5224688053131104,True,0.39129212498664856,False,True,True
-3g5yACwYnA$_$3,6,for,4.2024688720703125,4.3824687004089355,True,0.9987280964851379,False,True,True
-3g5yACwYnA$_$3,7,our,4.5824689865112305,4.662468910217285,True,0.9851948022842407,False,True,True
-3g5yACwYnA$_$3,8,operation,4.74246883392334,5.182468891143799,True,0.9963722229003906,False,True,True
-3g5yACwYnA$_$3,9,called,5.6424689292907715,5.8224687576293945,True,0.7672535181045532,False,True,True
-3g5yACwYnA$_$3,10,flocking,5.862468719482422,6.2624688148498535,True,0.9534448981285095,False,True,True
-3g5yACwYnA$_$3,11,and,6.602468967437744,6.722468852996826,True,0.9916242361068726,False,True,True
-3g5yACwYnA$_$3,12,we,7.022468566894531,7.0824689865112305,True,0.9994889497756958,False,True,True
-3g5yACwYnA$_$3,13,don't,7.1424689292907715,7.2624688148498535,True,0.9600431323051453,False,True,True
-3g5yACwYnA$_$3,14,have,7.282468795776367,7.362468719482422,True,0.9487626552581787,False,True,True
-3g5yACwYnA$_$3,15,the,7.402468681335449,7.46246862411499,True,0.9408945441246033,False,True,True
-3g5yACwYnA$_$3,16,technical,7.522468566894531,7.8824687004089355,True,0.9882878065109253,False,True,True
-3g5yACwYnA$_$3,17,inside,8.382469177246094,8.662468910217285,True,0.9466736912727356,False,True,True
-3g5yACwYnA$_$3,18,compounding,9.40246868133545,9.982468605041504,True,0.9869480133056641,False,True,True
-3g5yACwYnA$_$3,19,or,10.202468872070312,10.262468338012695,True,0.9859593510627747,False,True,True
-3g5yACwYnA$_$3,20,the,10.342469215393066,10.40246868133545,True,0.9924432635307312,False,True,True
-3g5yACwYnA$_$3,21,technical,10.462469100952148,10.782468795776367,True,0.9517594575881958,False,True,True
-3g5yACwYnA$_$3,22,expertise,10.842469215393066,11.282468795776367,True,0.6525865197181702,False,True,True
-3g5yACwYnA$_$3,23,to,11.322468757629395,11.362468719482422,True,0.9958497881889343,False,True,True
-3g5yACwYnA$_$3,24,do,11.422469139099121,11.482468605041504,True,0.9945245385169983,False,True,True
-3g5yACwYnA$_$3,25,these,11.562468528747559,11.702468872070312,True,0.9015681147575378,False,True,True
-3g5yACwYnA$_$3,26,types,11.762468338012695,11.942468643188477,True,0.9900500178337097,False,True,True
-3g5yACwYnA$_$3,27,of,12.002469062805176,12.042469024658203,True,0.9332647919654846,False,True,True
-3g5yACwYnA$_$3,28,things,12.102468490600586,12.942468643188477,True,0.9985406994819641,False,True,True
-3g5yACwYnA$_$2,0,Key,1.8624687194824219,1.9824687242507935,True,0.6464316248893738,False,True,True
-3g5yACwYnA$_$2,1,Polymer,3.0224688053131104,3.362468719482422,True,0.044688038527965546,True,True,True
-3g5yACwYnA$_$2,2,brings,3.402468681335449,3.602468729019165,True,0.965452253818512,False,True,True
-3g5yACwYnA$_$2,3,a,3.6824686527252197,3.7024686336517334,True,0.6518343687057495,False,True,True
-3g5yACwYnA$_$2,4,technical,3.7624688148498535,4.1424689292907715,True,0.9954672455787659,False,True,True
-3g5yACwYnA$_$2,5,aspect,4.3824687004089355,4.682468891143799,True,0.9943445324897766,False,True,True
-3g5yACwYnA$_$2,6,to,4.722468852996826,4.862468719482422,True,0.9950464367866516,False,True,True
-3g5yACwYnA$_$2,7,our,5.862468719482422,5.942468643188477,True,0.9938663840293884,False,True,True
-3g5yACwYnA$_$2,8,operation,6.002468585968018,6.422468662261963,True,0.9302939772605896,False,True,True
-3g5yACwYnA$_$2,9,that,6.502468585968018,6.622468948364258,True,0.9853284358978271,False,True,True
-3g5yACwYnA$_$2,10,we,6.682468891143799,6.74246883392334,True,0.9996440410614014,False,True,True
-3g5yACwYnA$_$2,11,don't,6.8224687576293945,7.002468585968018,True,0.9320131540298462,False,True,True
-3g5yACwYnA$_$2,12,have,7.042468547821045,7.2024688720703125,True,0.9277991652488708,False,True,True
-3g5yACwYnA$_$2,13,internally,7.282468795776367,7.682468891143799,True,0.9682208299636841,False,True,True
-3g5yACwYnA$_$9,0,We,0.8024687767028809,0.8824687600135803,True,0.9986305236816406,False,True,True
-3g5yACwYnA$_$9,1,have,0.9424687623977661,1.0624687671661377,True,0.9912964701652527,False,True,True
-3g5yACwYnA$_$9,2,many,1.1224687099456787,1.3224687576293945,True,0.9996637105941772,False,True,True
-3g5yACwYnA$_$9,3,new,1.702468752861023,1.8224687576293945,True,0.9920272827148438,False,True,True
-3g5yACwYnA$_$9,4,opportunities,1.9224687814712524,2.4624688625335693,True,0.8321139216423035,False,True,True
-3g5yACwYnA$_$9,5,through,2.482468843460083,2.722468852996826,True,0.951261043548584,False,True,True
-3g5yACwYnA$_$9,6,the,3.362468719482422,3.4424686431884766,True,0.9990266561508179,False,True,True
-3g5yACwYnA$_$9,7,way,3.482468843460083,3.602468729019165,True,0.980572521686554,False,True,True
-3g5yACwYnA$_$9,8,things,3.6824686527252197,3.862468719482422,True,0.9865226149559021,False,True,True
-3g5yACwYnA$_$9,9,have,3.902468681335449,4.002468585968018,True,0.8679182529449463,False,True,True
-3g5yACwYnA$_$9,10,changed,4.022468566894531,4.282468795776367,True,0.8468818068504333,False,True,True
-3g5yACwYnA$_$9,11,through,4.302468776702881,4.46246862411499,True,0.354727178812027,False,True,True
-3g5yACwYnA$_$9,12,the,4.482468605041504,4.542468547821045,True,0.9879895448684692,False,True,True
-3g5yACwYnA$_$9,13,years,4.5824689865112305,4.862468719482422,True,0.9719616174697876,False,True,True
-3g5yACwYnA$_$9,14,looking,5.6424689292907715,5.862468719482422,True,0.9663764834403992,False,True,True
-3g5yACwYnA$_$9,15,for,5.922468662261963,6.002468585968018,True,0.9983206987380981,False,True,True
-3g5yACwYnA$_$9,16,new,6.0824689865112305,6.182468891143799,True,0.9971847534179688,False,True,True
-3g5yACwYnA$_$9,17,niche,6.2624688148498535,6.542468547821045,True,0.7313653826713562,False,True,True
-3g5yACwYnA$_$9,18,high,6.6424689292907715,6.842468738555908,True,0.9524163007736206,False,True,True
-3g5yACwYnA$_$9,19,end,6.922468662261963,7.022468566894531,True,0.22867150604724884,False,True,True
-3g5yACwYnA$_$9,20,value,7.0824689865112305,7.362468719482422,True,0.9970711469650269,False,True,True
-3g5yACwYnA$_$9,21,added,7.442468643188477,7.622468948364258,True,0.009494686499238014,True,True,True
-3g5yACwYnA$_$9,22,products,7.6424689292907715,8.482468605041504,True,0.08761776238679886,True,True,True
-3nNcZdcdvU$_$5,0,Noncompliance,0.5624687671661377,1.542468786239624,True,0.9923327565193176,False,True,True
-3nNcZdcdvU$_$5,1,can,1.6824687719345093,1.8624687194824219,True,0.9993025064468384,False,True,True
-3nNcZdcdvU$_$5,2,result,1.9824687242507935,2.4624688625335693,True,0.06532981246709824,True,True,True
-3nNcZdcdvU$_$5,3,in,2.6824686527252197,2.722468852996826,True,0.9967862367630005,False,True,True
